ID,x,y,fate,
0,1.7672955542098232,-0.8678201645185911,1,
0,4.92673974961232,-3.4478588126523633,0,
0,-3.7011545127898415,-4.674517982766431,0,
0,-2.0770239936617747,3.988050541153297,0,
0,2.33156364471945,3.1870032146836658,1,
0,-2.1818825808468008,-1.163579344044852,1,
0,0.533946759059832,-3.679378642485338,1,
0,6.014786625782664,0.8036500973737861,0,
0,-1.123410279530958,3.352396835550918,1,
0,2.7184440953371576,2.060596828991555,1,
0,-4.629341586709454,1.6101333205116184,0,
0,-2.582932240554747,-4.7724135848716625,0,
0,2.802729713242823,-0.22813364856460397,1,
0,1.5169733117265158,-3.2521714053439266,1,
0,0.18893853660097856,0.1890440818153028,1,
0,-1.6382174847741413,5.295144833118135,0,
0,-1.8985122101806413,0.7997903868714235,1,
0,0.8186926085386672,5.42975155264884,0,
0,3.2826176102977795,5.283637642395577,0,
0,4.683795583390278,-1.512301026748963,0,
0,-5.801854215606698,-0.9359962313620337,0,
0,3.017547995334166,-4.173208090284767,0,
0,-4.123284446356302,-1.1450157593673123,0,
0,3.788773127437145,1.3880886127100243,1,
0,-2.1271967532063387,-3.297100065003875,0,
0,3.34956078558744,3.280230590569045,0,
0,0.2787711266478072,-4.887138332727565,0,
0,0.23951881131493927,-2.0088412493119026,1,
0,-2.826844053494106,1.2834532688562963,1,
0,0.9199354543602554,0.789534223576874,1,
0,-5.283285191781106,0.7722824746093242,0,
0,-1.212728891325563,4.511217106152516,0,
0,0.4844339437772323,4.281118022890289,1,
0,2.6883083439476176,4.261212525843752,0,
0,-4.306659471534679,2.6486952632466436,0,
0,-0.08767456105352853,3.329048607410212,1,
0,4.450627419362573,3.1082053845285973,0,
0,2.83142277056895,0.9370271505822193,1,
0,-0.04288416146162939,1.1908009217094533,1,
0,6.30188286863365,-0.4499764788785703,0,
0,-3.1267858986968053,-1.7875408074925245,1,
0,-0.16673429116615,-2.912167465604786,1,
0,4.79519729174162,2.0229938662458373,0,
0,-1.5632111282658852,-1.9919388594426128,1,
0,-1.22650332864779,-2.9551580632932484,1,
0,3.684771359980617,-1.8953363828377914,0,
0,-4.049150205736407,-2.353962606770998,0,
0,-2.3949667276761044,-0.07776918546727363,1,
0,-1.0870242508926784,1.425219923784378,1,
0,-0.8113435557173039,-4.976409733689604,0,
0,-0.19390133161898906,-1.2449214149042884,1,
