ID,x,y,fate
0,4.033575045971604,-2.6937166417490936,0
0,5.231674281273924,3.0814764123603986,0
0,4.463909834320608,-3.603714721156924,0
0,-4.5632886229973915,2.6791862676027858,0
0,-4.628691598106927,-1.033546925225268,1
0,-0.5636699334777797,-5.807803142794237,0
0,-0.3731042446821786,2.9314692081030307,1
0,5.131371417720924,-1.1252023770356425,0
0,-3.9031253982717704,0.018851644274559178,1
0,0.9996607582850576,5.014848257088409,0
0,-3.093961903042776,3.9502534428307694,1
0,-2.2741537453832366,-1.9849780194346023,1
0,-3.7656016328392226,-4.743004126189949,1
0,2.8920070494290635,1.4351013289240333,1
0,-3.2992384483351995,-3.6772822480777827,1
0,-2.869306116653153,5.7900379485714115,1
0,2.5119445699331187,-4.402512446593991,1
0,3.416255611952439,5.4824642913391575,0
0,2.398758456217782,0.12400591558278772,1
0,-0.008025525955130336,-2.7039711121903833,1
0,0.16933431702069543,0.9379607005770129,0
0,5.7208975344827335,0.7573642116370694,0
0,-1.4065341442169543,-2.0520917661832367,0
0,4.355212356990985,-1.7457006924197036,1
0,-0.5586428058383373,-0.9348859685109403,0
0,-5.529109095640332,-0.9098784692276229,0
0,0.29729432307575043,5.810963801090348,1
0,-1.9679172481548608,0.5735633200184043,1
0,3.8560844309803657,3.781812128652999,1
0,3.3498459146818655,0.5782438002961042,0
0,2.602129937280804,2.3387581381198634,1
0,2.512789108309606,6.167859743348208,0
0,-4.601063616419977,1.6418557740938353,1
0,-2.827477682406702,-5.479590752679627,0
0,-5.256087574554905,-3.623192784113398,1
0,2.585945619571827,-3.272897227697214,1
0,-2.337877541503273,3.2694735138152047,0
0,-0.04319757839107245,-3.7504077060031986,1
0,1.0769828545573623,1.5292623445404636,1
0,1.5682684480961504,-4.332810623099429,0
0,-1.2121280474195573,-0.07912712524516995,0
0,5.379698100304695,-0.21298701714238494,1
0,-0.02531775575014707,1.8847443207267156,0
0,-0.7375500845445757,4.069737295236117,1
0,1.2218253417247178,-1.4151201505813715,1
0,2.6234609239241697,-2.237939811963515,0
0,-1.5898958932441807,-1.169008693445648,1
0,4.755438059086175,2.108193424282001,1
0,-2.7486142496427752,1.5040801510993356,1
0,-3.339637519842254,-1.948894330705337,1
0,3.372908426761202,-1.5923861846281313,1
0,-2.017450670326788,2.3489053445030965,1
0,3.653042440964092,-4.799600983785069,0
0,-6.523435140112001,0.46920537065130424,0
0,6.188029660664267,-1.044876454897384,0
0,-5.669110712743619,2.2832236004191055,1
0,-5.573089462511491,-1.8806289190519025,1
0,-5.617707503536893,0.17024977566322702,1
0,0.7614058633259381,-3.2393172472051948,0
0,-1.7577979055514703,-2.8440198195186697,1
0,1.9746495516369074,4.229030039991149,1
0,-1.8695289644232345,-4.5475185789127615,1
0,-1.1458643125936454,-4.973769069319452,1
0,-2.89557631730316,2.5152486870329325,0
0,2.0852790022813172,1.6414464229532215,0
0,-3.7370238897535333,-1.0426336888918444,1
0,6.073144950090692,-2.4270473264191526,1
0,2.8161393482970563,3.6664003012411044,0
0,4.903431953561011,4.078585643679475,0
0,1.634636892271381,5.573046332268185,1
0,-4.007519681564319,4.701753343292802,0
0,1.48677961838551,0.27605697495213355,0
0,0.06714723096453518,-5.068848037946719,0
0,2.156631247611546,3.134325976722328,0
0,0.23480126165402446,-1.6401590520089886,0
0,3.291028776945889,-0.5235428260908488,1
0,0.6533350941317368,-6.1254715151589805,1
0,-0.6428353732132701,5.301176566996792,0
0,-1.1489652687933198,-3.712819390552499,1
0,-1.0437032864953926,2.117972184365021,1
0,1.6319496908501756,-5.354579119449139,0
0,-1.8089861927965991,4.172170136408255,1
0,0.5754813458668395,-0.509237355018677,1
0,-0.8672797042908128,0.984154249893436,1
0,0.27706679162030196,3.695424816964493,0
