Ground Trouth,Dist0,Fate1,Dist1,Fate2,Dist2,Fate3,Dist3,Fate4,Dist4,Fate5,Dist5,Fate6,Dist6,Fate7,Dist7
0.0,0.0,0.0,1.1565256985640724,0.0,1.2394537739841076,0.0,1.2710236400441102,0.0,1.456370604876263,1.0,2.0604923974352776,0.0,2.2279347227355153,0.0,2.258343902827041
0.0,0.0,0.0,1.0756959352339177,0.0,1.157916019425911,0.0,1.1901993426054949,0.0,1.2211030754392058,0.0,1.248377819617403,0.0,1.846199263372749,1.0,1.8579957521430592
1.0,0.0,0.0,1.078696249244474,0.0,1.0909186603043257,1.0,1.0977098552217306,1.0,1.142942625898254,1.0,1.1672795469081572,0.0,1.3150647129951516,0.0,1.6399084060220612
0.0,0.0,0.0,0.9426893477897604,1.0,1.0644561682973221,0.0,1.1181997032742854,0.0,1.144460468397312,0.0,1.1451840839597889,1.0,1.166863517968336,0.0,1.7168820499606112
1.0,0.0,1.0,0.9510015930501637,1.0,1.0111181579891486,1.0,1.0631346598854758,1.0,1.0772177679584094,1.0,1.0865280556393733,1.0,1.2408062966301967,1.0,1.7393475811099117
1.0,0.0,0.0,1.0115905334214972,1.0,1.0978345321838914,0.0,1.1286365940655743,1.0,1.1493616616686553,1.0,1.1622995805713876,1.0,1.1878333993394803,0.0,1.4366134221120785
1.0,0.0,1.0,1.0210585348886196,1.0,1.061299454796097,1.0,1.0613034713192737,1.0,1.0624254460019076,1.0,1.1164247720629774,1.0,1.163618822237176,1.0,1.7449895140329397
1.0,0.0,0.0,0.9466169298740995,1.0,0.9770456912748405,0.0,1.068234852308875,1.0,1.0848867741498773,1.0,1.099161142802029,1.0,1.1207186522142984,0.0,1.7522331675886011
1.0,0.0,0.0,0.9435339816736279,0.0,1.0321962147286388,1.0,1.091530031121862,1.0,1.1003998379421085,1.0,1.1622995805713876,0.0,1.1865796744547898,1.0,1.6741549647535163
1.0,0.0,1.0,0.9532503481737717,1.0,1.0467710748472667,1.0,1.1003998379421085,1.0,1.1193151323597728,0.0,1.1291062540162509,1.0,1.216158078791303,1.0,1.6932403559105051
1.0,0.0,1.0,0.9555264378683268,1.0,0.9842767326637154,1.0,1.028527532784421,1.0,1.0380855644187883,1.0,1.061299454796097,1.0,1.5996574902530727,1.0,1.6406959933644314
0.0,0.0,0.0,1.019370719252003,0.0,1.1566326983883524,0.0,1.1964495984018928,0.0,1.7970966460757136,1.0,1.9694065710216948,0.0,2.015756496748091,0.0,2.0620251825911384
1.0,0.0,1.0,0.9535941970711512,1.0,0.9674715813367275,1.0,0.9891501618638613,1.0,1.035717239484483,1.0,1.0653417181963332,1.0,1.2413711562992302,1.0,1.6294457608252524
0.0,0.0,0.0,1.0678874013397195,0.0,1.1451491002824976,0.0,1.4508564570306945,0.0,1.8763087428379035,0.0,1.9075995969133772,0.0,2.0166882554990964,0.0,2.1732530996027215
1.0,0.0,1.0,0.9450729597654511,1.0,0.9674715813367275,1.0,0.971188104400182,1.0,0.9827623343193828,1.0,0.9972696232601534,1.0,1.1796392053041969,1.0,1.6621272733556387
1.0,0.0,1.0,0.9544158862490838,1.0,1.028527532784421,1.0,1.0372097895829449,1.0,1.0985732225682965,1.0,1.1544841198094233,1.0,1.22134625908884,1.0,1.4187517664306402
1.0,0.0,1.0,1.0111181579891486,1.0,1.0210585348886196,1.0,1.0643032171048323,1.0,1.0768939660354835,1.0,1.0942298778912034,1.0,1.1276042112333804,1.0,1.649214935355052
0.0,0.0,0.0,0.9785729185117957,1.0,1.084200288840166,0.0,1.1046319583637236,1.0,1.1286365940655743,0.0,1.2539599584653411,0.0,1.374742993189721,0.0,1.8010382840920944
0.0,0.0,0.0,1.0223637984533398,0.0,1.0672139682514192,0.0,1.083358786629414,0.0,1.1744086651594552,0.0,1.1791425357558596,0.0,1.4689159319924674,1.0,1.8216262791987565
0.0,0.0,0.0,1.105037729006324,0.0,1.157916019425911,0.0,1.8440172854955912,0.0,2.042768381941547,0.0,2.1273790206174406,0.0,2.13228998137468,0.0,2.3448422375152407
1.0,0.0,1.0,0.960004112598271,1.0,0.960640420566379,1.0,1.0405781605622029,1.0,1.0473086581738122,1.0,1.056670590216486,1.0,1.2483280528301615,1.0,1.7722620768788409
0.0,0.0,0.0,1.0672139682514192,0.0,1.142014797408452,0.0,1.322208058694101,0.0,1.841017103509739,0.0,2.0846023582858444,0.0,2.2180931064341713,0.0,2.2896416201794163
1.0,0.0,1.0,0.8679535794585406,1.0,0.9125172558777608,1.0,0.9509432209023386,1.0,0.9510015930501637,1.0,1.0171580988776243,1.0,1.4822620780202511,1.0,1.547660849521464
1.0,0.0,0.0,0.918837334622578,1.0,0.9469667823794392,1.0,0.9815584307187573,0.0,1.061107210810789,0.0,1.087763401357466,1.0,1.1207186522142984,1.0,1.3873752804245518
0.0,0.0,0.0,0.9973677195637846,0.0,1.0896205153676028,1.0,1.0909186603043257,0.0,1.1174112227222377,0.0,1.1676570084186093,0.0,1.2687053200041452,1.0,1.3035825191843393
1.0,0.0,1.0,0.8679535794585406,1.0,0.8687205281133047,1.0,0.952887109645195,1.0,1.0195454560082604,1.0,1.042820149602011,1.0,1.237357357654259,1.0,1.272906998753984
1.0,0.0,1.0,0.8776327023015646,1.0,0.929877992987187,1.0,0.9579781053835004,1.0,0.9948117664908271,1.0,1.0398149722821393,1.0,1.060577859862017,1.0,1.6284823661702443
0.0,0.0,0.0,0.9410826026722712,0.0,1.0820967715524046,0.0,1.1308572358386164,0.0,1.1346236400607812,0.0,1.1441182689451386,0.0,1.4689159319924674,1.0,1.764710232156211
0.0,0.0,0.0,1.0293935799120206,0.0,1.0837306213442768,0.0,1.1253737058960138,0.0,1.144460468397312,0.0,1.4508564570306945,0.0,1.8480373739129443,1.0,1.9021003886215562
0.0,0.0,1.0,0.9604664301620173,0.0,0.9976323593760983,0.0,1.050265889241224,0.0,1.0799921821499474,0.0,1.0945593641832636,1.0,1.1064446128221281,1.0,1.7790475787814157
0.0,0.0,0.0,0.8981372915514226,1.0,0.9080678370972114,0.0,0.9921348454762567,1.0,1.0177455654330243,0.0,1.1318961646801897,1.0,1.1868954213469627,0.0,1.5682061952650646
0.0,0.0,0.0,0.9714825807990416,1.0,0.9935814004235451,0.0,1.0385959644258025,1.0,1.0426648035910362,0.0,1.1406488909629735,1.0,1.5991923315546124,1.0,1.6889856639850984
0.0,0.0,0.0,0.9873180406862581,0.0,0.9882420949538799,0.0,1.1174112227222377,1.0,1.7880897836735636,0.0,1.832160125225184,0.0,2.0354822746791426,0.0,2.0514837257095744
0.0,0.0,0.0,0.997404884693206,0.0,1.0251249723297375,0.0,1.031913923986342,0.0,1.0779607405910498,0.0,1.3553578746940218,1.0,1.6691929579160798,1.0,1.8690267845175919
0.0,0.0,1.0,0.9524611540219667,0.0,0.9808024601126142,0.0,0.9921348454762567,0.0,1.031913923986342,0.0,1.0691794755344532,0.0,1.3165494772949033,0.0,1.5107708290924733
1.0,0.0,1.0,0.9544158862490838,1.0,0.9550467083902816,1.0,0.960640420566379,1.0,0.9918275313391226,1.0,1.0758707850462206,1.0,1.5020436724734925,1.0,1.6799464595313514
0.0,0.0,0.0,0.9545859545993184,0.0,0.9602926486192763,0.0,0.9976323593760983,0.0,1.1366850832591247,0.0,1.1366999133258828,0.0,1.2687053200041452,1.0,1.613550339560027
0.0,0.0,0.0,0.889460633631363,0.0,0.8981372915514226,0.0,0.9426893477897604,1.0,0.9562604844528328,0.0,1.0293935799120206,1.0,1.6437447987660012,0.0,1.689740235295547
0.0,0.0,0.0,0.9529887232477544,0.0,0.963649243957374,0.0,0.9886182209187762,0.0,1.0000321973392747,1.0,1.7431004722915928,0.0,1.769789993851599,0.0,1.9073547840321285
1.0,0.0,1.0,0.8686217311976936,1.0,0.9143745721892799,1.0,1.05505449705801,1.0,1.05507384238592,1.0,1.0732083035304545,1.0,1.0980658729646136,1.0,1.637419649915333
1.0,0.0,1.0,0.8199362127901341,0.0,0.93359098612254,0.0,0.9604664301620173,1.0,1.0262092934226597,1.0,1.2076855017782182,1.0,1.2182404951294135,0.0,1.613550339560027
0.0,0.0,0.0,0.8946913025737518,0.0,0.9046669823321244,1.0,0.9384158107845786,1.0,1.061107210810789,1.0,1.092813233393649,0.0,1.4079987114688615,0.0,1.5191758467456187
0.0,0.0,0.0,0.8742199081828305,0.0,0.9529887232477544,0.0,0.9785729185117957,0.0,1.0641944153701186,0.0,1.174409798900404,1.0,1.4366134221120785,0.0,1.676378443924298
0.0,0.0,0.0,0.8738525298742755,1.0,0.918837334622578,0.0,0.9410826026722712,1.0,0.9466169298740995,0.0,1.0029096751623574,0.0,1.5191758467456187,1.0,1.5487772963163846
0.0,0.0,0.0,0.9309060315593503,0.0,1.021294654855249,0.0,1.077134602671311,0.0,1.3425056379030011,0.0,1.7561767591716015,0.0,1.7739634772186876,1.0,2.060370517301693
1.0,0.0,1.0,0.8386151193667225,1.0,0.901385331498039,1.0,0.9450729597654511,1.0,1.01525178648193,1.0,1.035717239484483,1.0,1.042820149602011,1.0,1.547660849521464
0.0,0.0,0.0,0.7973299143458439,0.0,0.8534536497297007,0.0,1.019370719252003,0.0,1.035868364281622,0.0,1.333654880031854,0.0,1.6202098925604598,1.0,1.7455478130659994
0.0,0.0,0.0,0.7790669566944105,0.0,0.8921179137129694,1.0,0.9345270452406803,1.0,1.0081722758798122,1.0,1.0099336258020157,0.0,1.333654880031854,0.0,1.5682847101114665
0.0,0.0,0.0,0.833220927544587,1.0,0.9993910174042732,1.0,1.0286926459183305,0.0,1.266915864550196,0.0,1.3177828483155485,0.0,1.3366452373044684,0.0,1.7561767591716015
1.0,0.0,1.0,0.9463171180528257,1.0,1.0771614758888801,1.0,1.0807008903263935,1.0,1.0845330036364174,1.0,1.1092829936693387,1.0,1.1348431669967405,1.0,1.1779384083244129
0.0,0.0,0.0,0.881536767021579,0.0,0.9155747249769266,1.0,0.9390789924195934,0.0,0.9576995649141585,0.0,1.1458404924202608,0.0,1.1744198127570047,1.0,1.629430670909829
1.0,0.0,1.0,0.8250755048684713,1.0,0.8340529333491535,1.0,0.8446622563501013,1.0,0.8646488886831565,1.0,1.1348431669967405,1.0,1.2449862165275816,1.0,1.6127466717780636
0.0,0.0,0.0,1.2051463693988544,0.0,1.24607659230257,0.0,2.07543164018305,0.0,2.1104522534616086,0.0,2.2807170986227563,1.0,2.356719948341466,0.0,2.7835130748552754
0.0,0.0,0.0,0.8899725995088607,0.0,1.0222218839841875,0.0,1.0476863204675073,0.0,1.1408457176903102,0.0,1.473237652528611,1.0,1.4790089769913684,0.0,1.7888182038410063
1.0,0.0,1.0,0.9400348352813095,1.0,0.9407434116074155,1.0,0.9842578391095161,1.0,0.9843275247717463,1.0,1.0684862357451796,1.0,1.2384050168108487,0.0,1.5717896183644084
1.0,0.0,1.0,0.8446622563501013,1.0,0.9391188254524072,1.0,0.9597320725258419,1.0,1.0807008903263935,1.0,1.191642707408675,1.0,1.3421328285812708,1.0,1.440724201690612
1.0,0.0,1.0,0.763572784544112,1.0,0.7950811829732539,1.0,0.8243677554527211,1.0,0.8284830613338183,1.0,0.9683002077837284,1.0,1.3571057817196488,1.0,1.4377603849043727
1.0,0.0,1.0,0.972569789539259,1.0,1.0737407241804293,1.0,1.0920918266683157,1.0,1.1228994585183714,1.0,1.314460052632811,1.0,1.3154638279796034,1.0,1.4395503718400764
0.0,0.0,0.0,1.109687997184843,0.0,1.1257248015410586,0.0,1.1650773179024194,0.0,1.209363432392055,0.0,1.2488882035875313,0.0,1.4501535590698142,0.0,1.9682364785311857
0.0,0.0,0.0,0.9773725587414761,0.0,1.0370134616955637,0.0,1.0844907200638418,0.0,1.1540811588226938,1.0,1.2051317766004728,0.0,1.2659284101330073,1.0,1.8001630629389027
0.0,0.0,1.0,0.9713877932156092,0.0,0.9953854912717572,1.0,1.047540007238711,0.0,1.0789520931713936,0.0,1.1262389751394393,0.0,1.4159014867986093,1.0,1.5931902865186165
1.0,0.0,1.0,0.9039983809526414,1.0,0.931287405092451,1.0,0.9501797685815622,1.0,0.975483825419256,1.0,1.0771614758888801,1.0,1.300065401785394,1.0,1.6624213550330351
1.0,0.0,1.0,0.8347035907375236,1.0,0.9754228685727767,1.0,1.0089831314147935,1.0,1.093126288759805,1.0,1.1263629084886457,1.0,1.2897663736712215,0.0,1.555357320881351
0.0,0.0,0.0,1.0864913951475552,0.0,1.1501357820542069,0.0,1.3249891697816867,0.0,1.3624411523411104,0.0,1.7145505356898547,0.0,2.0812512679411532,1.0,2.107965989084835
0.0,0.0,0.0,0.7030294709720186,0.0,1.1455538864555475,0.0,1.405447149688396,0.0,1.473237652528611,0.0,1.8686684913466085,0.0,2.120939667618053,0.0,2.2420196778068995
0.0,0.0,1.0,0.8938416521133186,1.0,0.9115183182496669,0.0,0.9149134645463565,1.0,1.003970817821693,1.0,1.0765914975702693,0.0,1.536840793471814,0.0,1.5771889814792686
0.0,0.0,0.0,1.0235114822647755,0.0,1.0981079711352797,0.0,1.122361890611609,0.0,1.12840648892387,1.0,1.8822450577580156,0.0,1.8877676183633025,0.0,1.9231198784674162
1.0,0.0,1.0,0.9854566515099922,1.0,1.003718180926575,1.0,1.105944163788552,1.0,1.108555803187063,1.0,1.1228994585183714,1.0,1.1399786398790817,0.0,1.5905094129106765
0.0,0.0,1.0,0.9583853888200843,0.0,1.0608799993883191,0.0,1.0810723302203713,0.0,1.182292001318176,0.0,1.281434338646645,1.0,1.2944408213967138,0.0,1.3097252024604462
1.0,0.0,1.0,0.6491444053764973,1.0,0.7798434493740551,1.0,0.8500713220835249,1.0,0.8833610583040823,1.0,1.2189969120171746,1.0,1.2776630056014782,1.0,1.4695962482802865
1.0,0.0,1.0,0.975483825419256,1.0,1.01229366576093,1.0,1.0138905557980675,1.0,1.0845330036364174,1.0,1.1160130908795096,1.0,1.126888248473448,1.0,1.7075346080833327
0.0,0.0,1.0,1.1242339428553325,0.0,1.2560356461931126,0.0,1.266939871929714,1.0,1.2764274162224738,0.0,1.4159014867986093,1.0,1.9872254709717039,1.0,2.0443379974313176
