ID,x,y,z,fate
0,-2.832074457695529,-1.9523195013152448,0.3882813362039049,1
0,0.672321940221002,0.9787902137424848,-4.653533062487277,0
0,-1.3644207810732258,0.11613791203367323,1.345714307740859,0
0,0.6640958890183588,0.8075309002121976,4.917494549913601,0
0,1.4962713918727741,-0.5754733396028542,1.3801130355659625,1
0,-1.7819486046093205,-0.41197582829868173,-2.5338434722337673,1
0,3.2087261702922034,0.08667056389391274,-3.7714306993598954,0
0,1.5915505942837256,-1.3589279317568144,-0.5252555008279862,1
0,2.438726548156873,2.748335002830994,-0.4659910287136363,0
0,1.0029241081643108,3.4170413112464164,-1.6315216366700516,0
0,0.3695580290469427,-1.2715615974371957,0.2194049964681658,0
0,1.2092612415262851,1.4040403593493218,-1.4908577595901182,0
0,0.48329212826599877,-1.4347895868080884,-3.4730613091493483,1
0,-2.6743597713128047,2.0229327306860205,2.255607998021637,0
0,0.22054181666925754,2.975801777004136,1.8546976337233447,0
0,0.41813694436203996,-4.016565748952665,-0.21813307974512924,0
0,-1.9714220330954793,2.439203610389385,0.17364794653400195,0
0,1.4201209615239105,1.099254344997921,0.008096828292067752,1
0,2.989080184977282,-0.3761454334081857,-1.9194483252872219,0
0,1.5945732810274647,3.0256520344766074,-2.53173670866758,0
0,-0.399854776271126,0.13322868708509408,0.8436843542117998,1
0,-1.643160272558978,-3.3087742417689676,1.811994475268795,0
0,-1.401531771817955,2.7124196518714525,-3.4282161854241804,0
0,-1.1266773095297784,-2.4457680021312638,4.270562634296772,0
0,-1.18661258889111,-1.894695905384275,-2.5267119035815004,0
0,-1.6082195881014847,-0.39492256737500425,-1.0872373546888254,1
0,-2.7334915954127665,0.1560310659813481,-0.9252960374600409,0
0,-1.0984645266344288,1.386955684323593,3.694207738072444,0
0,-2.9117629683357276,0.914962114732463,0.4019080212676082,1
0,1.653194413735161,0.8272922378797896,3.3768936049811455,0
0,3.0784945743395946,1.4720051193329364,0.9786699101364716,0
0,-0.6735588295746543,-3.453739591755484,0.26657463055725,0
0,1.7160450477400218,1.9420070093165303,3.203437010382938,0
0,2.0958251660614846,-1.8680019352928476,-2.572267648936585,1
0,-2.9437941728488477,-0.055497040000498814,1.4527628615076358,0
0,-0.6810493640416216,-2.9259706976094857,-2.390334357763492,0
0,3.5925720650826207,-0.7830365671450215,-2.8874537085656975,1
0,0.21409633615145912,-0.9436469267803522,2.725629203084075,0
0,3.386950555059102,-0.3913042398525544,0.20194083317962225,0
0,-2.020394048314597,-2.340010960875842,2.5562953970443063,0
0,-0.17847254125406176,-0.39489854677608643,4.2432282994997985,0
0,1.060086290907367,0.7290693275143592,-2.640252281817312,1
0,0.6834945714723671,-0.5903343734411745,-4.509979373682844,1
0,-1.0811677250035798,1.7537175074230813,-2.1649174741231234,1
0,1.8746452473353967,1.5202228344395328,0.6863740347107289,0
0,0.6261380363314818,-1.846529273513363,-0.5930558704280402,0
0,2.5242243566247633,-1.1854472071596471,0.06250635647574657,1
0,1.0077626793457592,1.0922280781679325,2.61976273942034,0
